holding_days,n_events,n_baseline,event_mean,event_ci_lo,event_ci_hi,baseline_mean,win_rate,win_ci_lo,win_ci_hi,recovery_rate,recovery_ci_lo,recovery_ci_hi,diff_vs_baseline,permutation_p,welch_t_p
1,59,4662,-0.002870685774019537,-0.009072810621689131,0.003114983528640419,-0.000497734872627912,0.4915254237288136,0.3728813559322034,0.6101694915254238,0.01694915254237288,0.0,0.05084745762711865,-0.002372950901391625,0.1198,0.4569129904548878
3,59,4660,0.002053657679843359,-0.010043494476239197,0.013459133623951888,0.0003653978003561189,0.576271186440678,0.4576271186440678,0.6949152542372882,0.1864406779661017,0.1016949152542373,0.288135593220339,0.00168825987948724,0.5605,0.7807738441210693
5,59,4658,0.0031377991486312077,-0.010151074092563928,0.01616618735895226,0.0012128952234523075,0.5423728813559322,0.4067796610169492,0.6610169491525424,0.288135593220339,0.1694915254237288,0.4067796610169492,0.0019249039251789002,0.6131,0.7814567276281772
10,59,4653,0.0008312676074811237,-0.021478040334024867,0.02224838223015206,0.0032893924732913444,0.576271186440678,0.4576271186440678,0.6949152542372882,0.4067796610169492,0.288135593220339,0.5423728813559322,-0.0024581248658102207,0.6399,0.8303609876737036
